Region,City,Pregnancy Period,Birth Weight,Number of Births
北部,桃園市,32～35週,1001～1500克,2
北部,桃園市,32～35週,1501～2000克,11
北部,桃園市,32～35週,2001～2500克,33
北部,桃園市,32～35週,2501～3000克,9
北部,桃園市,32～35週,3001～3500克,2
北部,桃園市,32～35週,3501～4000克,1
北部,桃園市,36週,1501～2000克,5
北部,桃園市,36週,2001～2500克,26
北部,桃園市,36週,2501～3000克,45
北部,桃園市,36週,3001～3500克,11
北部,桃園市,37～39週,1501～2000克,4
北部,桃園市,37～39週,2001～2500克,68
北部,桃園市,37～39週,2501～3000克,543
北部,桃園市,37～39週,3001～3500克,565
北部,桃園市,37～39週,3501～4000克,127
北部,桃園市,37～39週,4001～4500克,8
北部,桃園市,40週,1501～2000克,1
北部,桃園市,40週,2001～2500克,2
北部,桃園市,40週,2501～3000克,31
北部,桃園市,40週,3001～3500克,63
北部,桃園市,40週,3501～4000克,25
北部,桃園市,40週,4001～4500克,2
北部,桃園市,41～42週,2501～3000克,3
北部,桃園市,41～42週,3001～3500克,3
北部,桃園市,41～42週,3501～4000克,2
北部,桃園市,28週以下,1000克及以下,1
北部,桃園市,28～31週,1001～1500克,1
北部,桃園市,32～35週,1001～1500克,1
北部,桃園市,32～35週,1501～2000克,7
北部,桃園市,32～35週,2001～2500克,21
北部,桃園市,32～35週,2501～3000克,6
北部,桃園市,32～35週,3001～3500克,1
北部,桃園市,36週,1501～2000克,1
北部,桃園市,36週,2001～2500克,19
北部,桃園市,36週,2501～3000克,33
北部,桃園市,36週,3001～3500克,11
北部,桃園市,36週,3501～4000克,1
北部,桃園市,36週,4001～4500克,1
北部,桃園市,37～39週,2001～2500克,40
北部,桃園市,37～39週,2501～3000克,286
北部,桃園市,37～39週,3001～3500克,299
北部,桃園市,37～39週,3501～4000克,57
北部,桃園市,37～39週,4001～4500克,7
北部,桃園市,37～39週,4501～5000克,1
北部,桃園市,40週,2501～3000克,22
北部,桃園市,40週,3001～3500克,43
北部,桃園市,40週,3501～4000克,17
北部,桃園市,40週,4001～4500克,1
北部,桃園市,41～42週,2501～3000克,2
北部,桃園市,41～42週,3001～3500克,1
北部,桃園市,28週以下,1000克及以下,10
北部,桃園市,28週以下,1001～1500克,1
北部,桃園市,28～31週,1000克及以下,1
北部,桃園市,28～31週,1001～1500克,5
北部,桃園市,28～31週,1501～2000克,3
北部,桃園市,32～35週,1001～1500克,4
北部,桃園市,32～35週,1501～2000克,25
北部,桃園市,32～35週,2001～2500克,34
北部,桃園市,32～35週,2501～3000克,16
北部,桃園市,32～35週,3001～3500克,2
北部,桃園市,36週,1501～2000克,1
北部,桃園市,36週,2001～2500克,27
北部,桃園市,36週,2501～3000克,40
北部,桃園市,36週,3001～3500克,13
北部,桃園市,37～39週,1501～2000克,4
北部,桃園市,37～39週,2001～2500克,80
北部,桃園市,37～39週,2501～3000克,522
北部,桃園市,37～39週,3001～3500克,591
北部,桃園市,37～39週,3501～4000克,100
北部,桃園市,37～39週,4001～4500克,12
北部,桃園市,37～39週,4501～5000克,1
北部,桃園市,40週,2001～2500克,3
北部,桃園市,40週,2501～3000克,37
北部,桃園市,40週,3001～3500克,77
北部,桃園市,40週,3501～4000克,26
北部,桃園市,40週,4001～4500克,5
北部,桃園市,41～42週,2501～3000克,1
北部,桃園市,41～42週,3001～3500克,6
北部,桃園市,41～42週,3501～4000克,2
北部,桃園市,28週以下,1000克及以下,1
北部,桃園市,28～31週,1000克及以下,1
北部,桃園市,28～31週,1001～1500克,1
北部,桃園市,28～31週,1501～2000克,1
北部,桃園市,28～31週,2001～2500克,1
北部,桃園市,28～31週,2501～3000克,1
北部,桃園市,32～35週,1001～1500克,2
北部,桃園市,32～35週,1501～2000克,4
北部,桃園市,32～35週,2001～2500克,7
北部,桃園市,32～35週,2501～3000克,2
北部,桃園市,36週,1501～2000克,1
北部,桃園市,36週,2001～2500克,11
北部,桃園市,36週,2501～3000克,5
北部,桃園市,36週,3001～3500克,2
北部,桃園市,36週,4001～4500克,1
北部,桃園市,37～39週,1501～2000克,1
北部,桃園市,37～39週,2001～2500克,16
北部,桃園市,37～39週,2501～3000克,125
北部,桃園市,37～39週,3001～3500克,122
北部,桃園市,37～39週,3501～4000克,35
北部,桃園市,37～39週,4001～4500克,1
北部,桃園市,40週,2501～3000克,6
北部,桃園市,40週,3001～3500克,15
北部,桃園市,40週,3501～4000克,5
北部,桃園市,41～42週,3001～3500克,1
北部,桃園市,28週以下,1000克及以下,2
北部,桃園市,28週以下,1001～1500克,2
北部,桃園市,28～31週,1001～1500克,5
北部,桃園市,28～31週,1501～2000克,1
北部,桃園市,32～35週,1501～2000克,13
北部,桃園市,32～35週,2001～2500克,9
北部,桃園市,32～35週,2501～3000克,6
北部,桃園市,32～35週,4001～4500克,1
北部,桃園市,36週,1501～2000克,1
北部,桃園市,36週,2001～2500克,6
北部,桃園市,36週,2501～3000克,12
北部,桃園市,36週,3001～3500克,6
北部,桃園市,37～39週,1501～2000克,2
北部,桃園市,37～39週,2001～2500克,31
北部,桃園市,37～39週,2501～3000克,192
北部,桃園市,37～39週,3001～3500克,210
北部,桃園市,37～39週,3501～4000克,41
北部,桃園市,37～39週,4001～4500克,8
北部,桃園市,40週,2501～3000克,7
北部,桃園市,40週,3001～3500克,44
北部,桃園市,40週,3501～4000克,8
北部,桃園市,41～42週,3501～4000克,1
北部,桃園市,32～35週,1501～2000克,5
北部,桃園市,32～35週,2001～2500克,3
北部,桃園市,32～35週,3001～3500克,1
北部,桃園市,36週,2001～2500克,4
北部,桃園市,36週,2501～3000克,4
北部,桃園市,36週,3001～3500克,2
北部,桃園市,37～39週,1501～2000克,1
北部,桃園市,37～39週,2001～2500克,13
北部,桃園市,37～39週,2501～3000克,69
北部,桃園市,37～39週,3001～3500克,56
北部,桃園市,37～39週,3501～4000克,12
北部,桃園市,37～39週,4001～4500克,1
北部,桃園市,40週,2501～3000克,4
北部,桃園市,40週,3001～3500克,2
北部,桃園市,40週,4001～4500克,1
北部,新竹縣,28週以下,1000克及以下,1
北部,新竹縣,28週以下,1001～1500克,1
北部,新竹縣,28～31週,1001～1500克,5
北部,新竹縣,28～31週,1501～2000克,1
北部,新竹縣,28～31週,2001～2500克,1
北部,新竹縣,32～35週,1501～2000克,16
北部,新竹縣,32～35週,2001～2500克,11
北部,新竹縣,32～35週,2501～3000克,12
北部,新竹縣,36週,1501～2000克,6
北部,新竹縣,36週,2001～2500克,30
北部,新竹縣,36週,2501～3000克,43
北部,新竹縣,36週,3001～3500克,10
北部,新竹縣,36週,3501～4000克,2
北部,新竹縣,37～39週,1501～2000克,3
北部,新竹縣,37～39週,2001～2500克,85
北部,新竹縣,37～39週,2501～3000克,562
北部,新竹縣,37～39週,3001～3500克,600
北部,新竹縣,37～39週,3501～4000克,87
北部,新竹縣,37～39週,4001～4500克,4
北部,新竹縣,40週,2001～2500克,2
北部,新竹縣,40週,2501～3000克,20
北部,新竹縣,40週,3001～3500克,60
北部,新竹縣,40週,3501～4000克,18
北部,新竹縣,41～42週,3001～3500克,2
北部,新竹縣,41～42週,3501～4000克,1
北部,新竹縣,28週以下,1000克及以下,2
北部,新竹縣,32～35週,1001～1500克,1
北部,新竹縣,32～35週,2001～2500克,4
北部,新竹縣,32～35週,2501～3000克,2
北部,新竹縣,36週,2001～2500克,4
北部,新竹縣,36週,2501～3000克,4
北部,新竹縣,36週,3001～3500克,2
北部,新竹縣,37～39週,2001～2500克,4
北部,新竹縣,37～39週,2501～3000克,42
北部,新竹縣,37～39週,3001～3500克,48
北部,新竹縣,37～39週,3501～4000克,6
北部,新竹縣,37～39週,4001～4500克,1
北部,新竹縣,40週,2001～2500克,1
北部,新竹縣,40週,2501～3000克,2
北部,新竹縣,40週,3001～3500克,5
北部,新竹縣,40週,3501～4000克,1
北部,新竹縣,28週以下,1000克及以下,3
北部,新竹縣,32～35週,1001～1500克,1
北部,新竹縣,32～35週,1501～2000克,2
北部,新竹縣,32～35週,2001～2500克,3
北部,新竹縣,32～35週,2501～3000克,2
北部,新竹縣,32～35週,3001～3500克,2
北部,新竹縣,36週,2001～2500克,2
北部,新竹縣,36週,2501～3000克,8
北部,新竹縣,36週,3001～3500克,1
北部,新竹縣,36週,3501～4000克,1
北部,新竹縣,37～39週,1501～2000克,1
北部,新竹縣,37～39週,2001～2500克,9
北部,新竹縣,37～39週,2501～3000克,53
北部,新竹縣,37～39週,3001～3500克,64
北部,新竹縣,37～39週,3501～4000克,17
北部,新竹縣,37～39週,4001～4500克,2
北部,新竹縣,40週,2501～3000克,1
北部,新竹縣,40週,3001～3500克,7
北部,新竹縣,40週,3501～4000克,2
北部,新竹縣,28週以下,1000克及以下,1
北部,新竹縣,28～31週,1000克及以下,1
北部,新竹縣,28～31週,1501～2000克,1
北部,新竹縣,32～35週,1001～1500克,1
北部,新竹縣,32～35週,1501～2000克,9
北部,新竹縣,32～35週,2001～2500克,8
北部,新竹縣,32～35週,2501～3000克,5
北部,新竹縣,32～35週,3001～3500克,1
北部,新竹縣,36週,2001～2500克,3
北部,新竹縣,36週,2501～3000克,11
北部,新竹縣,36週,3001～3500克,4
北部,新竹縣,37～39週,2001～2500克,20
北部,新竹縣,37～39週,2501～3000克,189
北部,新竹縣,37～39週,3001～3500克,166
北部,新竹縣,37～39週,3501～4000克,27
北部,新竹縣,37～39週,4001～4500克,3
北部,新竹縣,40週,2501～3000克,10
北部,新竹縣,40週,3001～3500克,15
北部,新竹縣,40週,3501～4000克,3
北部,新竹縣,41～42週,3001～3500克,1
北部,新竹縣,28週以下,1000克及以下,1
北部,新竹縣,28～31週,1000克及以下,1
北部,新竹縣,28～31週,1001～1500克,2
北部,新竹縣,28～31週,1501～2000克,1
北部,新竹縣,32～35週,1001～1500克,2
北部,新竹縣,32～35週,1501～2000克,5
北部,新竹縣,32～35週,2001～2500克,12
北部,新竹縣,32～35週,2501～3000克,8
北部,新竹縣,36週,2001～2500克,12
北部,新竹縣,36週,2501～3000克,15
北部,新竹縣,36週,3001～3500克,1
北部,新竹縣,36週,3501～4000克,1
北部,新竹縣,36週,5001克及以上,1
北部,新竹縣,37～39週,2001～2500克,41
北部,新竹縣,37～39週,2501～3000克,180
北部,新竹縣,37～39週,3001～3500克,203
北部,新竹縣,37～39週,3501～4000克,26
北部,新竹縣,37～39週,4001～4500克,1
北部,新竹縣,40週,2501～3000克,10
北部,新竹縣,40週,3001～3500克,24
北部,新竹縣,40週,3501～4000克,6
北部,新竹縣,40週,4001～4500克,2
北部,新竹縣,41～42週,2501～3000克,1
北部,新竹縣,41～42週,3001～3500克,5
北部,新竹縣,41～42週,3501～4000克,2
北部,新竹縣,28週以下,1001～1500克,1
北部,新竹縣,32～35週,1501～2000克,1
北部,新竹縣,32～35週,2001～2500克,2
北部,新竹縣,32～35週,2501～3000克,1
北部,新竹縣,36週,2001～2500克,4
北部,新竹縣,36週,2501～3000克,1
北部,新竹縣,37～39週,2001～2500克,3
北部,新竹縣,37～39週,2501～3000克,20
北部,新竹縣,37～39週,3001～3500克,29
北部,新竹縣,37～39週,3501～4000克,7
北部,新竹縣,37～39週,4001～4500克,1
北部,新竹縣,40週,3001～3500克,5
北部,新竹縣,40週,3501～4000克,1
北部,新竹縣,28週以下,1000克及以下,2
北部,新竹縣,28～31週,1001～1500克,3
北部,新竹縣,32～35週,1501～2000克,2
北部,新竹縣,32～35週,2001～2500克,1
北部,新竹縣,32～35週,2501～3000克,2
北部,新竹縣,36週,2001～2500克,5
北部,新竹縣,36週,2501～3000克,6
北部,新竹縣,36週,4001～4500克,1
北部,新竹縣,37～39週,1501～2000克,1
北部,新竹縣,37～39週,2001～2500克,13
北部,新竹縣,37～39週,2501～3000克,79
北部,新竹縣,37～39週,3001～3500克,96
北部,新竹縣,37～39週,3501～4000克,18
北部,新竹縣,37～39週,4001～4500克,4
北部,新竹縣,40週,2501～3000克,4
北部,新竹縣,40週,3001～3500克,10
北部,新竹縣,40週,3501～4000克,2
北部,新竹縣,41～42週,2501～3000克,1
北部,新竹縣,41～42週,3001～3500克,1
北部,新竹縣,41～42週,3501～4000克,1
北部,新竹縣,28～31週,1501～2000克,1
北部,新竹縣,32～35週,2001～2500克,5
北部,新竹縣,36週,2501～3000克,2
北部,新竹縣,37～39週,2001～2500克,8
北部,新竹縣,37～39週,2501～3000克,38
北部,新竹縣,37～39週,3001～3500克,41
北部,新竹縣,37～39週,3501～4000克,7
北部,新竹縣,37～39週,4001～4500克,1
北部,新竹縣,40週,2501～3000克,4
北部,新竹縣,40週,3001～3500克,4
北部,新竹縣,40週,3501～4000克,3
北部,新竹縣,32～35週,2001～2500克,1
北部,新竹縣,32～35週,2501～3000克,1
北部,新竹縣,36週,1501～2000克,1
北部,新竹縣,36週,2001～2500克,7
北部,新竹縣,36週,2501～3000克,1
北部,新竹縣,36週,3001～3500克,1
北部,新竹縣,36週,3501～4000克,1
北部,新竹縣,37～39週,2001～2500克,5
北部,新竹縣,37～39週,2501～3000克,30
北部,新竹縣,37～39週,3001～3500克,35
北部,新竹縣,37～39週,3501～4000克,8
北部,新竹縣,40週,2501～3000克,3
北部,新竹縣,40週,3001～3500克,6
北部,新竹縣,40週,3501～4000克,1
北部,新竹縣,32～35週,1501～2000克,1
北部,新竹縣,32～35週,2001～2500克,1
北部,新竹縣,32～35週,2501～3000克,2
北部,新竹縣,36週,2501～3000克,1
北部,新竹縣,37～39週,1501～2000克,1
北部,新竹縣,37～39週,2501～3000克,15
北部,新竹縣,37～39週,3001～3500克,18
北部,新竹縣,37～39週,3501～4000克,3
北部,新竹縣,40週,2501～3000克,3
北部,新竹縣,40週,3001～3500克,3
北部,新竹縣,32～35週,2001～2500克,1
北部,新竹縣,36週,2001～2500克,1
北部,新竹縣,36週,2501～3000克,2
北部,新竹縣,37～39週,2501～3000克,6
北部,新竹縣,37～39週,3001～3500克,9
北部,新竹縣,37～39週,3501～4000克,5
北部,新竹縣,40週,3501～4000克,1
北部,新竹縣,28～31週,1000克及以下,2
北部,新竹縣,28～31週,1001～1500克,1
北部,新竹縣,28～31週,1501～2000克,1
北部,新竹縣,32～35週,1001～1500克,1
北部,新竹縣,32～35週,1501～2000克,1
北部,新竹縣,32～35週,2001～2500克,3
北部,新竹縣,32～35週,2501～3000克,1
北部,新竹縣,36週,1001～1500克,1
北部,新竹縣,36週,1501～2000克,1
北部,新竹縣,36週,2001～2500克,2
北部,新竹縣,36週,2501～3000克,2
北部,新竹縣,36週,3001～3500克,1
北部,新竹縣,37～39週,2001～2500克,9
北部,新竹縣,37～39週,2501～3000克,40
北部,新竹縣,37～39週,3001～3500克,31
北部,新竹縣,37～39週,3501～4000克,6
北部,新竹縣,37～39週,4001～4500克,2
北部,新竹縣,37～39週,5001克及以上,1
北部,新竹縣,40週,2501～3000克,5
北部,新竹縣,40週,3001～3500克,4
北部,新竹縣,40週,3501～4000克,1
北部,新竹縣,32～35週,1501～2000克,1
北部,新竹縣,32～35週,2001～2500克,1
北部,新竹縣,36週,1501～2000克,1
北部,新竹縣,36週,3001～3500克,1
北部,新竹縣,37～39週,2001～2500克,3
北部,新竹縣,37～39週,2501～3000克,14
北部,新竹縣,37～39週,3001～3500克,8
北部,新竹縣,37～39週,3501～4000克,1
北部,新竹縣,40週,2501～3000克,3
北部,新竹縣,40週,3501～4000克,1
北部,基隆市,28～31週,2001～2500克,1
北部,基隆市,32～35週,1501～2000克,6
北部,基隆市,32～35週,2001～2500克,2
北部,基隆市,32～35週,2501～3000克,2
北部,基隆市,36週,1501～2000克,1
北部,基隆市,36週,2001～2500克,7
北部,基隆市,36週,2501～3000克,8
北部,基隆市,37～39週,1501～2000克,1
北部,基隆市,37～39週,2001～2500克,7
北部,基隆市,37～39週,2501～3000克,66
北部,基隆市,37～39週,3001～3500克,56
北部,基隆市,37～39週,3501～4000克,20
北部,基隆市,37～39週,4001～4500克,3
北部,基隆市,40週,2001～2500克,1
北部,基隆市,40週,2501～3000克,4
北部,基隆市,40週,3001～3500克,8
北部,基隆市,40週,3501～4000克,2
北部,基隆市,28週以下,1000克及以下,1
北部,基隆市,28～31週,1501～2000克,2
北部,基隆市,32～35週,1501～2000克,4
北部,基隆市,32～35週,2001～2500克,3
北部,基隆市,32～35週,2501～3000克,2
北部,基隆市,32～35週,3001～3500克,1
北部,基隆市,36週,2001～2500克,1
北部,基隆市,36週,2501～3000克,8
北部,基隆市,36週,3001～3500克,5
北部,基隆市,37～39週,1501～2000克,1
北部,基隆市,37～39週,2001～2500克,10
北部,基隆市,37～39週,2501～3000克,62
北部,基隆市,37～39週,3001～3500克,84
北部,基隆市,37～39週,3501～4000克,12
北部,基隆市,37～39週,4001～4500克,1
北部,基隆市,40週,2501～3000克,2
北部,基隆市,40週,3001～3500克,7
北部,基隆市,40週,3501～4000克,1
北部,基隆市,28週以下,1000克及以下,1
北部,基隆市,28～31週,1000克及以下,1
北部,基隆市,28～31週,1001～1500克,2
北部,基隆市,32～35週,1501～2000克,1
北部,基隆市,32～35週,2001～2500克,3
北部,基隆市,32～35週,2501～3000克,3
北部,基隆市,32～35週,3001～3500克,1
北部,基隆市,36週,1501～2000克,1
北部,基隆市,36週,2001～2500克,2
北部,基隆市,36週,2501～3000克,2
北部,基隆市,36週,3001～3500克,2
北部,基隆市,37～39週,2001～2500克,8
北部,基隆市,37～39週,2501～3000克,45
北部,基隆市,37～39週,3001～3500克,55
北部,基隆市,37～39週,3501～4000克,7
北部,基隆市,40週,2001～2500克,1
北部,基隆市,40週,2501～3000克,6
北部,基隆市,40週,3001～3500克,6
北部,基隆市,40週,3501～4000克,1
北部,基隆市,40週,4001～4500克,1
北部,基隆市,41～42週,3001～3500克,1
北部,基隆市,28～31週,1501～2000克,1
北部,基隆市,32～35週,1501～2000克,1
北部,基隆市,32～35週,2001～2500克,1
北部,基隆市,32～35週,2501～3000克,3
北部,基隆市,36週,2001～2500克,2
北部,基隆市,36週,2501～3000克,3
北部,基隆市,37～39週,1501～2000克,1
北部,基隆市,37～39週,2001～2500克,11
北部,基隆市,37～39週,2501～3000克,34
北部,基隆市,37～39週,3001～3500克,41
北部,基隆市,37～39週,3501～4000克,9
北部,基隆市,40週,1501～2000克,1
北部,基隆市,40週,3001～3500克,6
北部,基隆市,40週,3501～4000克,2
北部,基隆市,28週以下,1000克及以下,1
北部,基隆市,32～35週,1001～1500克,1
北部,基隆市,32～35週,1501～2000克,2
北部,基隆市,32～35週,2001～2500克,5
北部,基隆市,32～35週,2501～3000克,3
北部,基隆市,36週,2001～2500克,5
北部,基隆市,36週,2501～3000克,5
北部,基隆市,36週,3001～3500克,4
北部,基隆市,37～39週,2001～2500克,6
北部,基隆市,37～39週,2501～3000克,52
北部,基隆市,37～39週,3001～3500克,73
北部,基隆市,37～39週,3501～4000克,13
北部,基隆市,37～39週,4001～4500克,1
北部,基隆市,40週,2501～3000克,2
北部,基隆市,40週,3001～3500克,3
北部,基隆市,28週以下,1000克及以下,1
北部,基隆市,28～31週,1000克及以下,3
北部,基隆市,28～31週,1501～2000克,1
北部,基隆市,32～35週,1501～2000克,1
北部,基隆市,32～35週,2001～2500克,2
北部,基隆市,32～35週,2501～3000克,4
北部,基隆市,36週,1501～2000克,2
北部,基隆市,36週,2001～2500克,4
北部,基隆市,36週,2501～3000克,10
北部,基隆市,36週,3001～3500克,3
北部,基隆市,37～39週,2001～2500克,9
北部,基隆市,37～39週,2501～3000克,89
北部,基隆市,37～39週,3001～3500克,111
北部,基隆市,37～39週,3501～4000克,17
北部,基隆市,37～39週,4001～4500克,1
北部,基隆市,40週,2501～3000克,5
北部,基隆市,40週,3001～3500克,13
北部,基隆市,40週,3501～4000克,3
北部,基隆市,28～31週,1001～1500克,3
北部,基隆市,28～31週,1501～2000克,2
北部,基隆市,32～35週,1001～1500克,1
北部,基隆市,32～35週,1501～2000克,1
北部,基隆市,32～35週,2001～2500克,5
北部,基隆市,32～35週,2501～3000克,2
北部,基隆市,36週,1501～2000克,3
北部,基隆市,36週,2001～2500克,5
北部,基隆市,36週,2501～3000克,5
北部,基隆市,36週,3001～3500克,2
北部,基隆市,37～39週,2001～2500克,10
北部,基隆市,37～39週,2501～3000克,82
北部,基隆市,37～39週,3001～3500克,86
北部,基隆市,37～39週,3501～4000克,8
北部,基隆市,37～39週,4001～4500克,1
北部,基隆市,40週,2501～3000克,2
北部,基隆市,40週,3001～3500克,6
北部,基隆市,40週,3501～4000克,2
北部,新竹市,28週以下,1000克及以下,4
北部,新竹市,28～31週,1001～1500克,4
北部,新竹市,28～31週,1501～2000克,2
北部,新竹市,32～35週,1001～1500克,3
北部,新竹市,32～35週,1501～2000克,14
北部,新竹市,32～35週,2001～2500克,42
北部,新竹市,32～35週,2501～3000克,10
北部,新竹市,36週,1501～2000克,4
北部,新竹市,36週,2001～2500克,33
北部,新竹市,36週,2501～3000克,47
北部,新竹市,36週,3001～3500克,8
北部,新竹市,36週,3501～4000克,1
北部,新竹市,37～39週,1501～2000克,5
北部,新竹市,37～39週,2001～2500克,57
北部,新竹市,37～39週,2501～3000克,467
北部,新竹市,37～39週,3001～3500克,562
北部,新竹市,37～39週,3501～4000克,99
北部,新竹市,37～39週,4001～4500克,5
北部,新竹市,37～39週,5001克及以上,1
北部,新竹市,40週,2001～2500克,1
北部,新竹市,40週,2501～3000克,41
北部,新竹市,40週,3001～3500克,68
北部,新竹市,40週,3501～4000克,19
北部,新竹市,40週,4001～4500克,2
北部,新竹市,41～42週,2501～3000克,1
北部,新竹市,41～42週,3501～4000克,1
北部,新竹市,28週以下,1000克及以下,5
北部,新竹市,28週以下,1001～1500克,1
北部,新竹市,28～31週,1000克及以下,1
北部,新竹市,28～31週,1001～1500克,1
北部,新竹市,32～35週,1000克及以下,1
北部,新竹市,32～35週,1501～2000克,11
北部,新竹市,32～35週,2001～2500克,12
北部,新竹市,32～35週,2501～3000克,4
北部,新竹市,32～35週,3001～3500克,3
北部,新竹市,36週,1501～2000克,2
北部,新竹市,36週,2001～2500克,11
北部,新竹市,36週,2501～3000克,31
北部,新竹市,36週,3001～3500克,7
北部,新竹市,37～39週,1501～2000克,1
北部,新竹市,37～39週,2001～2500克,52
北部,新竹市,37～39週,2501～3000克,309
北部,新竹市,37～39週,3001～3500克,355
北部,新竹市,37～39週,3501～4000克,77
北部,新竹市,37～39週,4001～4500克,5
北部,新竹市,37～39週,4501～5000克,1
北部,新竹市,37～39週,5001克及以上,1
北部,新竹市,40週,2001～2500克,1
北部,新竹市,40週,2501～3000克,26
北部,新竹市,40週,3001～3500克,53
北部,新竹市,40週,3501～4000克,16
北部,新竹市,40週,4001～4500克,1
北部,新竹市,41～42週,2001～2500克,1
北部,新竹市,41～42週,3001～3500克,1
北部,新竹市,41～42週,3501～4000克,1
北部,新竹市,28週以下,1000克及以下,1
北部,新竹市,28～31週,1001～1500克,2
北部,新竹市,32～35週,1001～1500克,1
北部,新竹市,32～35週,1501～2000克,2
北部,新竹市,32～35週,2001～2500克,19
北部,新竹市,32～35週,2501～3000克,2
北部,新竹市,36週,2001～2500克,6
北部,新竹市,36週,2501～3000克,12
北部,新竹市,36週,3001～3500克,6
北部,新竹市,37～39週,1501～2000克,1
北部,新竹市,37～39週,2001～2500克,25
北部,新竹市,37～39週,2501～3000克,184
北部,新竹市,37～39週,3001～3500克,178
北部,新竹市,37～39週,3501～4000克,48
北部,新竹市,37～39週,4001～4500克,4
北部,新竹市,40週,2001～2500克,2
北部,新竹市,40週,2501～3000克,18
北部,新竹市,40週,3001～3500克,34
北部,新竹市,40週,3501～4000克,7
北部,新竹市,41～42週,3001～3500克,1
北部,新竹市,41～42週,3501～4000克,1
